Date_Start,ID,Duration(sec),Consent,Image,Cat,Cat_Name,Modified_Img,Modified_Grade,Sequence_Img,Guess,Guess_Correct,Follow_Exp,Follow_AI,Know_Cats,Easy_Task,Perform_Self,Perform_Others,Gender,Birthyear,Correct_Guesses_Total,Age
07.02.2023 21:30,5f4962321798ec4bf94a655f,180,1,501,2,S,1,0.0,2,2,1,4,3,1,2,12,12,M,1985.0,13,37.0
07.02.2023 21:30,5f4962321798ec4bf94a655f,180,1,506,2,S,1,2.0,4,2,1,4,3,1,2,12,12,M,1985.0,13,37.0
07.02.2023 21:30,5f4962321798ec4bf94a655f,180,1,605,3,B,1,1.0,5,3,1,4,3,1,2,12,12,M,1985.0,13,37.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,101,1,D,0,,14,1,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,113,1,D,0,,19,1,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,117,1,D,0,,13,1,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,211,2,S,0,,20,2,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,213,2,S,0,,10,2,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,217,2,S,0,,12,2,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,218,2,S,0,,17,3,0,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,304,3,B,0,,16,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,306,3,B,0,,7,2,0,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,307,3,B,0,,18,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,309,3,B,0,,9,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,311,3,B,0,,15,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,312,3,B,0,,11,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,314,3,B,0,,8,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,501,2,S,1,0.0,3,2,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,506,2,S,1,2.0,1,3,0,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,508,2,S,1,1.0,4,3,0,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,603,3,B,1,2.0,6,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,606,3,B,1,2.0,5,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:33,61086055354ddcbc8cfb4624,125,1,608,3,B,1,1.0,2,3,1,4,5,2,4,16,15,F,1998.0,16,24.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,101,1,D,0,,14,2,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,106,1,D,0,,18,1,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,112,1,D,0,,15,1,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,120,1,D,0,,16,1,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,201,2,S,0,,9,3,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,206,2,S,0,,7,2,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,303,3,B,0,,8,2,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,304,3,B,0,,13,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,308,3,B,0,,19,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,312,3,B,0,,11,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,313,3,B,0,,10,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,314,3,B,0,,12,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,316,3,B,0,,17,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,317,3,B,0,,20,2,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,404,1,D,1,0.0,5,1,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,501,2,S,1,0.0,2,2,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,506,2,S,1,2.0,1,3,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,507,2,S,1,0.0,4,2,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,604,3,B,1,0.0,6,3,1,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:31,5f6a413245e8050d350b0470,272,1,609,3,B,1,2.0,3,2,0,6,4,0,3,10,12,F,2001.0,14,21.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,102,1,D,0,,16,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,104,1,D,0,,7,2,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,106,1,D,0,,9,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,113,1,D,0,,19,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,114,1,D,0,,15,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,115,1,D,0,,10,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,117,1,D,0,,13,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,205,2,S,0,,18,1,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,207,2,S,0,,14,1,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,215,2,S,0,,12,3,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,220,2,S,0,,8,3,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,303,3,B,0,,17,1,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,316,3,B,0,,11,3,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,319,3,B,0,,20,2,0,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,401,1,D,1,0.0,1,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,404,1,D,1,0.0,5,1,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,509,2,S,1,2.0,3,2,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,602,3,B,1,1.0,6,3,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,605,3,B,1,1.0,4,3,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,60e49d8302404edb1e133168,170,1,609,3,B,1,2.0,2,3,1,6,3,3,3,15,18,M,1970.0,13,52.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,101,1,D,0,,19,1,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,104,1,D,0,,12,2,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,106,1,D,0,,8,2,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,113,1,D,0,,13,1,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,209,2,S,0,,20,1,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,213,2,S,0,,18,2,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,214,2,S,0,,10,3,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,216,2,S,0,,14,2,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,220,2,S,0,,15,3,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,221,2,S,0,,11,3,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,307,3,B,0,,17,3,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,308,3,B,0,,16,3,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,313,3,B,0,,9,3,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,316,3,B,0,,7,3,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,403,1,D,1,2.0,5,2,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,404,1,D,1,0.0,6,1,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,503,2,S,1,2.0,3,2,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,508,2,S,1,1.0,1,2,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,605,3,B,1,1.0,2,3,1,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:34,628ff919d843cc2a752e489a,219,1,609,3,B,1,2.0,4,1,0,6,3,1,3,10,14,M,1998.0,12,24.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,103,1,D,0,,13,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,105,1,D,0,,11,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,113,1,D,0,,6,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,116,1,D,0,,7,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,118,1,D,0,,9,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,204,2,S,0,,10,2,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,209,2,S,0,,1,2,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,210,2,S,0,,8,3,0,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,217,2,S,0,,14,2,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,302,3,B,0,,5,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,305,3,B,0,,3,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,315,3,B,0,,4,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,317,3,B,0,,12,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,320,3,B,0,,2,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,402,1,D,1,1.0,16,1,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,408,1,D,1,1.0,15,2,0,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,508,2,S,1,1.0,20,2,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,603,3,B,1,2.0,18,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,605,3,B,1,1.0,17,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,5f4cd10836de2f02dbab436c,238,1,609,3,B,1,2.0,19,3,1,6,0,4,4,14,12,F,1977.0,18,45.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,113,1,D,0,,7,1,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,119,1,D,0,,15,1,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,120,1,D,0,,8,1,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,201,2,S,0,,19,3,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,202,2,S,0,,12,1,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,203,2,S,0,,11,2,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,205,2,S,0,,13,1,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,210,2,S,0,,10,1,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,216,2,S,0,,20,1,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,301,3,B,0,,16,2,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,306,3,B,0,,18,2,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,307,3,B,0,,14,3,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,311,3,B,0,,9,2,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,318,3,B,0,,17,2,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,402,1,D,1,1.0,5,1,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,408,1,D,1,1.0,4,1,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,506,2,S,1,2.0,3,1,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,507,2,S,1,0.0,6,2,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,602,3,B,1,1.0,1,3,1,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:35,607f06aa188579a205a54d81,337,1,608,3,B,1,1.0,2,2,0,5,3,3,3,11,12,M,1971.0,9,51.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,102,1,D,0,,12,1,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,106,1,D,0,,10,1,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,201,2,S,0,,9,3,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,203,2,S,0,,17,2,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,206,2,S,0,,16,2,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,208,2,S,0,,15,1,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,217,2,S,0,,19,2,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,303,3,B,0,,18,1,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,304,3,B,0,,11,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,306,3,B,0,,8,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,307,3,B,0,,20,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,310,3,B,0,,13,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,314,3,B,0,,14,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,321,3,B,0,,7,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,403,1,D,1,2.0,1,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,406,1,D,1,2.0,4,1,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,408,1,D,1,1.0,3,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,506,2,S,1,2.0,2,2,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,507,2,S,1,0.0,5,2,1,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:38,63d1508fd4b54c6b962e1ecb,308,1,604,3,B,1,0.0,6,2,0,3,3,0,1,8,10,M,1993.0,8,29.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,103,1,D,0,,20,2,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,110,1,D,0,,13,2,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,113,1,D,0,,8,2,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,115,1,D,0,,11,1,1,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,116,1,D,0,,14,1,1,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,117,1,D,0,,18,1,1,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,118,1,D,0,,7,2,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,209,2,S,0,,12,1,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,210,2,S,0,,15,3,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,216,2,S,0,,16,1,0,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,306,3,B,0,,19,3,1,5,3,1,5,15,16,F,1985.0,12,37.0
07.02.2023 21:41,60cb6014970e404b101982f5,150,1,307,3,B,0,,17,3,1,5,3,1,5,15,16,F,1985.0,12,37.0
